split_name,split_row_index,global_review_rank,item_id,axis,gold,clean_pred,clean_gold_gap,gemini,seed,core_mean,max_clean_vs_gemini_seed_gap,mean_clean_vs_gemini_seed_gap,gemini_seed_support_gold,gemini_seed_support_clean,all_judge_support_gold,all_judge_support_clean,review_score,dataset,gen_model,task,episode,instruction,all_judge_scores,video_url,clean_output_snippet
part2,11,93,data__epickitchens_human__generated_data__abot_physworld_f113_prefix__task_0018__episode_0001__1__task_0018_episode_0001,IA,5,3,2,4,2,3.0,1,1.0,0,1,2,3,27.0,epickitchens_human,abot_physworld_f113_prefix,task_0018,episode_0001,"""Clean the metal spoon located in the white sink using the yellow sponge in your hand.""","{""GPT-5.2"": 2, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/epickitchens_human/generated_data/abot_physworld_f113_prefix/task_0018/episode_0001/1/task_0018_episode_0001.mp4,"{""reasoning"": ""Agent match: The same visible hands/manipulator from the initial frame remain present throughout; no new or different agent appears. Object correctness: The yellow sponge is used, and the metal spoon in the white sink is the relevant target object, though the action also involves scrubbing the plate/pot area. Goal completion: The spoon is contacted and appears to be scrubbed briefly, but the video does not show a clear, completed cleaning of the spoon by the end; the spoon remains"
part2,12,94,data__gr1_inlab__generated_data__wan22_ti2v5b_1280x704_f169_prefix__task_0043__episode_0001__1__task_0043_episode_0001,PA,2,4,2,5,3,4.0,1,1.0,0,1,2,3,27.0,gr1_inlab,wan22_ti2v5b_1280x704_f169_prefix,task_0043,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 3, ""Qwen3.7-Max"": 2, ""Qwen3.7-Plus"": 2, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/gr1_inlab/generated_data/wan22_ti2v5b_1280x704_f169_prefix/task_0043/episode_0001/1/task_0043_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the two black robotic hands remain structurally consistent and stationary, with no visible melting, extra fingers, or warping; the entering black-gloved human hand also keeps a plausible shape. Scene & object consistency: the table, curtain, wooden base, and black plant-like stand remain stable. The white mug is mostly consistent, but its printed markings appear and change as it moves, and a small white cup/object near the right side becomes visible after the mug "
part2,13,95,data__robotwin__generated_data__wan26_flash_prefix__task_0004__episode_0001__1__task_0004_episode_0001,PA,5,3,2,4,2,3.0,1,1.0,0,1,2,3,27.0,robotwin,wan26_flash_prefix,task_0004,episode_0001,,"{""GPT-5.2"": 2, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/wan26_flash_prefix/task_0004/episode_0001/1/task_0004_episode_0001.mp4,"{""reasoning"": ""Agent integrity: both robot arms and black grippers remain structurally consistent, with no obvious melting, extra parts, or severe warping; the joints and cylindrical arm segments keep their shape as they enter and move. Scene & object consistency: the tabletop and background objects are mostly stable, but the green block on the right appears to be carried in by the right gripper rather than clearly present from the start, and the blue block shifts position abruptly as the right "
part2,14,96,data__agibot_world__generated_data__veo31_lite_prefix__task_0150__episode_0001__1__task_0150_episode_0001,IA,5,3,2,4,3,3.5,1,0.5,0,1,3,3,26.5,agibot_world,veo31_lite_prefix,task_0150,episode_0001,"""Toast the two slices of brown bread in the white toaster with the left robotic gripper.""","{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 5, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/agibot_world/generated_data/veo31_lite_prefix/task_0150/episode_0001/1/task_0150_episode_0001.mp4,"{""reasoning"": ""Agent match: The manipulation is performed by the same left robotic gripper visible in the initial frame; the right gripper remains mostly stationary. Object correctness: The gripper grasps the brown bread slices from the basket, which matches the instructed target objects. Goal completion: The two slices are placed into the white toaster slots by the end, but the toaster is not activated and there is no visible toasting cycle or completion. Thus the task is only partially complet"
part2,15,97,data__egoscaler_human__generated_data__wow_wan14b_f105_prefix__task_0083__episode_0001__1__task_0083_episode_0001,PA,5,3,2,2,3,2.5,1,0.5,0,2,2,2,26.5,egoscaler_human,wow_wan14b_f105_prefix,task_0083,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egoscaler_human/generated_data/wow_wan14b_f105_prefix/task_0083/episode_0001/1/task_0083_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the human hands remain mostly structurally consistent, with no obvious extra fingers or severe melting; the left hand and ring stay recognizable, though the fingers are somewhat blurred during motion. Scene & object consistency: the kitchen background, stove, pan, bowl, and oil bottle are generally stable, but the camera/viewpoint jumps from a wide kitchen view to a close-up, and the pan/bowl positions change abruptly. The whisk is especially inconsistent: it appe"
part2,16,98,data__droid__generated_data__gigaworld_gr1_2b_f113_prefix__task_0085__episode_0001__1__task_0085_episode_0001,IA,2,4,2,3,3,3.0,1,1.0,0,0,0,2,26.0,droid,gigaworld_gr1_2b_f113_prefix,task_0085,episode_0001,"""Pick up the blue marker.""","{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 3, ""PhyJudge"": 3, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/droid/generated_data/gigaworld_gr1_2b_f113_prefix/task_0085/episode_0001/1/task_0085_episode_0001.mp4,"{""reasoning"": ""Agent match: The same white robotic arm with black gripper shown in the first frame performs the motion throughout; no new or different manipulator appears. Object correctness: The gripper moves toward and contacts the blue marker on the left side of the table, not the orange marker, gray block, or yellow pencil. Goal completion: The blue marker is grasped and lifted off the table for several frames, but by the end it is no longer clearly visible in the gripper and appears to have"
part2,17,99,data__gr1_inlab__generated_data__wow_wan14b_f105_rewrite__task_0005__episode_0001__1__task_0005_episode_0001,PA,1,3,2,2,2,2.0,1,1.0,0,0,1,3,26.0,gr1_inlab,wow_wan14b_f105_rewrite,task_0005,episode_0001,,"{""GPT-5.2"": 3, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 2, ""Qwen3.7-Max"": 1, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/gr1_inlab/generated_data/wow_wan14b_f105_rewrite/task_0005/episode_0001/1/task_0005_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the two black robotic hands and silver forearms remain mostly coherent, with the left hand idle and the right gripper keeping its finger layout. The right wrist and palm show some blur and slight shape wobble as the human hand holds it, but there is no major limb duplication. Scene & object consistency: the wooden table, white curtain, side shelving, and floor area stay stable, and the beige cloth remains the same object. However, the cloth changes from a flat fol"
part2,18,100,data__robotwin__generated_data__cosmos3_prefix__task_0004__episode_0001__1__task_0004_episode_0001,PA,1,3,2,2,2,2.0,1,1.0,0,0,0,2,26.0,robotwin,cosmos3_prefix,task_0004,episode_0001,,"{""GPT-5.2"": 2, ""GPT-5.5"": 2, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 2, ""Qwen3.7-Plus"": 4, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/cosmos3_prefix/task_0004/episode_0001/1/task_0004_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the robot arms and grippers remain mostly structurally consistent, with no obvious extra limbs or severe melting, though the black cable/gripper area is visually cluttered and slightly ambiguous during motion. Scene & object consistency: the tabletop and background objects are mostly stable, but the red blocks are inconsistent: after the robot approaches, two red blocks appear near the center, then one remains while another is carried, making the duplication/ident"
part2,19,101,data__egodex_human__generated_data__wan26_flash_prefix__task_0081__episode_0001__1__task_0081_episode_0001,IA,5,3,2,4,3,3.5,1,0.5,0,1,2,3,25.5,egodex_human,wan26_flash_prefix,task_0081,episode_0001,"""Insert the colorful plastic spoons, forks, and knives into the metal container on the green tablecloth with the right hand.""","{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egodex_human/generated_data/wan26_flash_prefix/task_0081/episode_0001/1/task_0081_episode_0001.mp4,"{""reasoning"": ""Agent match: The same visible hand/arm from the initial frame performs the manipulation throughout; no new or different agent appears. Object correctness: The hand manipulates the colorful plastic utensils on the green tablecloth, including spoons, forks, and knife-like pieces, matching the instructed target objects. Goal completion: The task is only partially completed. The hand successfully places some utensils into the metal container, but several colorful spoons, forks, and kn"
part2,20,102,data__egoscaler_human__generated_data__abot_physworld_f113_prefix__task_0044__episode_0001__1__task_0044_episode_0001,IA,3,5,2,4,5,4.5,1,0.5,0,1,2,3,25.5,egoscaler_human,abot_physworld_f113_prefix,task_0044,episode_0001,"""Pick up the dark frying pan from the black cooker.""","{""GPT-5.2"": 3, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 3, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egoscaler_human/generated_data/abot_physworld_f113_prefix/task_0044/episode_0001/1/task_0044_episode_0001.mp4,"{""reasoning"": ""Agent match: The same first-person manipulator/hand visible in the initial frame remains the apparent actor throughout; no new or different agent appears. Object correctness: The object being moved is the dark frying pan, matching the instructed target. Goal completion: The pan is lifted off the black cooker by the end, so the pick-up action is achieved. However, the grasp is somewhat visually ambiguous, with the hand not always clearly holding the handle, and the pan appears to b"
part2,21,103,data__egoscaler_human__generated_data__cosmos3_rewrite__task_0033__episode_0001__1__task_0033_episode_0001,PA,5,3,2,2,3,2.5,1,0.5,0,2,2,3,25.5,egoscaler_human,cosmos3_rewrite,task_0033,episode_0001,,"{""GPT-5.2"": 3, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egoscaler_human/generated_data/cosmos3_rewrite/task_0033/episode_0001/1/task_0033_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the human hands, black gloves, and forearms remain mostly coherent, with no extra fingers or major warping; the camera motion is a bit abrupt but the hands keep plausible shape. Scene & object consistency: the black work mat, tire, silver spoke wheel, tool chest, loose cable, and small black part stay recognizable, though the viewpoint jumps and the tire changes from upright to flat with little continuous motion. Interaction realism: the hands plausibly hold the t"
part2,22,104,data__egoscaler_human__generated_data__cosmos3_rewrite__task_0066__episode_0001__1__task_0066_episode_0001,IA,4,2,2,2,3,2.5,1,0.5,0,1,2,3,25.5,egoscaler_human,cosmos3_rewrite,task_0066,episode_0001,"""Turn on the silver tap with the right hand.""","{""GPT-5.2"": 5, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 3, ""Qwen3.7-Max"": 2, ""Qwen3.7-Plus"": 2, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egoscaler_human/generated_data/cosmos3_rewrite/task_0066/episode_0001/1/task_0066_episode_0001.mp4,"{""reasoning"": ""Agent match: The same visible person/manipulator from the first frame remains present, with the same dark sleeves and hands; no new agent appears. Object correctness: The silver tap/faucet in the sink area is the relevant object, and the hands move near it, but the right hand does not clearly grasp or operate the tap handle. Goal completion: The tap is not visibly turned on by the end; there is no clear water stream or other evidence that the instructed action was completed. The v"
part2,23,105,data__robotwin__generated_data__cosmos3_prefix__task_0173__episode_0001__1__task_0173_episode_0001,PA,5,3,2,4,3,3.5,1,0.5,0,1,1,2,25.5,robotwin,cosmos3_prefix,task_0173,episode_0001,,"{""GPT-5.2"": 3, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 4, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/cosmos3_prefix/task_0173/episode_0001/1/task_0173_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the black robot arms and two-finger grippers remain mostly coherent, with no extra fingers or major deformation; the white wrist pads and dark joints keep their general shape. Scene & object consistency: the striped tabletop, blue square pad, brown and white bottle, yellow box, green stand, jar, bowl, ring, and pink stick stay recognizable. However, the bottle’s position changes abruptly from the right side to the pad, and the blue pad appears suddenly under it wi"
part2,24,106,data__agibot_world__generated_data__wow_wan14b_f105_prefix__task_0018__episode_0001__1__task_0018_episode_0001,PA,2,4,2,5,3,4.0,1,1.0,0,1,1,4,25.0,agibot_world,wow_wan14b_f105_prefix,task_0018,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 2, ""Qwen3.7-Plus"": 3, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/agibot_world/generated_data/wow_wan14b_f105_prefix/task_0018/episode_0001/1/task_0018_episode_0001.mp4,"{""reasoning"": ""Agent integrity: both robot arms and two-finger grippers remain structurally consistent throughout; no extra fingers, melting, or major warping is visible, aside from normal motion blur and occlusion. Scene & object consistency: the tabletop, background, plastic bag, pink pack, and small brown package remain stable with no obvious teleporting or morphing. The brown package becomes occluded by the arms and later appears inside the bag, which is consistent with being carried, though"
part2,25,107,data__robotwin__generated_data__wow_wan14b_f105_rewrite__task_0148__episode_0001__1__task_0148_episode_0001,PA,1,3,2,2,2,2.0,1,1.0,0,0,0,3,25.0,robotwin,wow_wan14b_f105_rewrite,task_0148,episode_0001,,"{""GPT-5.2"": 2, ""GPT-5.5"": 2, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 3, ""Qwen3.7-Plus"": 4, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/wow_wan14b_f105_rewrite/task_0148/episode_0001/1/task_0148_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the white robot arm and black gripper remain mostly coherent, with the red indicator lights and gray pad staying attached, though the wrist and fingers look bulky and slightly warped during the close contact. Scene & object consistency: the wooden tabletop, cyan mat, white fan, blue carton, tan cylinder, bread, and thin stick stay in place, but the mat changes from a small rectangle to a much larger sheet and its edges shift without a clear cause. Interaction real"
part2,26,108,data__droid__generated_data__cosmos3_rewrite__task_0023__episode_0001__1__task_0023_episode_0001,IA,3,5,2,5,4,4.5,1,0.5,0,1,1,3,24.5,droid,cosmos3_rewrite,task_0023,episode_0001,"""Slide the metal bowl to the right.""","{""GPT-5.2"": 2, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 4}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/droid/generated_data/cosmos3_rewrite/task_0023/episode_0001/1/task_0023_episode_0001.mp4,"{""reasoning"": ""Agent match: The same robotic arm/gripper visible in the first frame performs the action throughout; no new or different manipulator appears. Object correctness: The manipulated object is the metal bowl, which is the instructed target. Goal completion: The bowl is moved from its initial left-side position to a more rightward position on the table by the end, so the intended rightward displacement is achieved. However, the motion appears to involve lifting and carrying rather than "
